Rating,Date,Review Text,Review Title,Is Helpful,Not Helpful
5,"Aug 11, 2020",Payoff is definitely for real. Please believe I will be doing business with them for now on. They had the best rates and the best people. I made one phone call and they were very helpful. The process was simple and they pretty much did everything. Thank the Payoff team so much...,Best loan experience I ever had.,9,0
5,"Aug 11, 2020",I was given updates throughout the review process and everything went quickly and smoothly. No hassle. Excellent experience!,The entire process was quick and simple.,0,0
5,"Aug 10, 2020","Applying is simple. Nifty a long wait for their decision. They will either payoff your debt directly based on credit report, the accounts you choose. Or deposit the money in your account for you to pay.",Not a payday loan.,0,0
5,"Aug 10, 2020",This process was very efficient especially if you would have a hard time getting to a bank for a loan because of your work schedule. You just need to fill out the information and if you're qualified you will be presented with more than one option to choose from. It's a great system!,Quick and simple,10,0
5,"Aug 08, 2020",seamless service,seamless service,5,1
4,"Aug 07, 2020",Quick Process,Great,0,0
5,"Aug 07, 2020","No hidden fees.. Allows me to pay off my high-interest credit cards quicker! Communication was a bit slow, but hang in there (I suspect it's because of demand and COVID).","Good terms, easy setup..",1,0
5,"Aug 05, 2020","The total process was easy, as easy as applying for a credit card. You just need to have pay stubs readily available so you can upload them and a current bank statement. I applied on a busy Friday and it was finalized - payment sent to my credit card company by the middle of the next week and the remaining funds was deposited into my bank account so I could pay my other card off. The rates are very good and I look to save more than a few hundred dollars over the course of this loan.",Credit Card Payoff,13,0
5,"Aug 04, 2020","PayOff made the process easy and seamless, from start to finish. It alleviated a lot of anxiety, and a decision was made w/in minutes...with completion within a few days. Thank you!","Easy to apply, great customer service",6,0
5,"Aug 04, 2020",the whole process is automated but straight forward,Pretty painless,2,0
5,"Aug 03, 2020",Recently wanted to consolidate my credit card payments to a single one with a lower APR. Definitely took maybe a week to get funded.,Funded very fast,6,0
5,"Aug 03, 2020","the application process and pay off process was so fast, I was amazed and thankful. Now instead of having 8 payments per month, I only have 1! , at a lower interest rate.",Fast!,1,0
5,"Aug 03, 2020",Very easy process and received the funds within a few days. Very satisfied with the whole process and the ease of it.,Applied and was funded quickly!,1,0
5,"Aug 02, 2020",I applied to other loans offered on Credit Karma and was denied or offered a lower rate at a very high interest rate. I opted for Payoff and received the best help!!,Best loan offered on Credit Karma,12,2
5,"Aug 01, 2020",The whole process was so easy from the moment I applied. I received my funding within 7 days. The website is so easy to use and any questions I have are easily answered. I would recommend this loan to everyone,,0,0
1,"Jul 31, 2020","People who work on your application are really unprofessional. They just can't work with the documents you provide and make obvious mistakes, which is mind bending and totally negative experience.",Unprofessional team. Do not recommend.,0,0
5,"Jul 31, 2020",Got a loan from Payoff and the process was made easy to apply and quick answers and response from team. Loan approved and funding was quick also. Money saving. Thanks,Simple,5,0
5,"Jul 30, 2020",The process is easy and I am still in disbelief that it was that simple and I was approved to pay off the bulk of my credit cards!,,0,0
5,"Jul 30, 2020",The loan process was easy and I can't believe they were able to approve me to pay off the bulk of my credit cards.,,0,0
5,"Jul 28, 2020",They will help you yo get tour loan quickly.,"Excellent experience, fast response.",6,0
5,"Jul 27, 2020",I throughly enjoyed the ease of the process and the email communication from the Payoff team! I would recommend them to anyone looking for a loan.,"Competitive, fast and virtual",0,0
5,"Jul 27, 2020",Debt consolidation loan,"Quick, Easy and I got a great rate.",5,3
5,"Jul 27, 2020",Debt consolidation loan. Had the process complete in four days.,"Quick, Easy and I got a great rate.",5,3
5,"Jul 27, 2020",Very helpful staff and fast response; the whole process was a breeze and hassle free.,,5,0
5,"Jul 26, 2020","Easy, and fast application process all the way through to the deposit into my bank account.",,0,0
5,"Jul 24, 2020",This was a great way to get all my credit cards cleared up and get back on track... I had a 5 year plan which now I would be able to acheive in half the time of being 100% debt free before my kids need a car and even go to college. This loan allowed me to square up loose ends and get the ball rolling even faster than I expected. It also allowed me to be able to save a little while being completely free of any credit card debt. I am grateful and the process was smooth and nothing was hidden. I got what I needed and the payments to the credit card companies directly were done within the alloted 5-7 business days. I would recommend anyone who needs a kick start to apply for this loan.,Easy w/ a friendly step by step process,0,0
5,"Jul 23, 2020","I rarely participate in surveys, but PayOff is a winner. The Payoff has given me another chance to kick out high-interest credit cards through consolidation. Their APR is far much better than any other bank or credit union. I'm very excited since I can start planning to own a house. Thank you so much!",The better Option,0,0
5,"Jul 22, 2020","Process takes about a week from start to end. Very easy, and great service.",The process was very easy.,5,3
5,"Jul 22, 2020",The process for applying was smooth and easy. Got a very nice rate too. Glad I went with Payoff!,So easy!,6,2
4,"Jul 22, 2020",The process was a little slower than expected but it went through pretty smooth,The process,0,0
4,"Jul 21, 2020",The process was very straightforward. I was not as happy about the longer processing times compared to other competitors. Also with the COVID-19 pandemic going on Payoff did alert they their processing times were being impacted and may cause an even longer completion time. Fair enough. Overall I was very happy with the process and have already recommended Payoff to others!,Straightforward,12,2
5,"Jul 19, 2020",yes,Awesome,0,0
5,"Jul 15, 2020",Credit Karma showed me many options for a personal loan to pay credit cards off but Payoff was easly the best rate and terms. Below 10%. None of the others were close. Some as high 16% for what was othwewise the exact same terms.,Easy and best rate on CreditKarma,15,1
2,"Jul 14, 2020","One of the requirements was I had to provide a voided check. I've not used a voided check in years. I stopped the process after that. Good staff.. Seemed helpful process was not very ""quick""",Not impressed,0,0
1,"Jul 08, 2020","Don't waste your time with Payoff! Received a pre-approval from them, submitted all info, then was rejected because they couldn't verify my identity.. Was told to re-apply in 30 days. 30 days later, got pre-approval, submitted information, waited.. waited.. waited.. about 10 days later the pre-approval was removed from their system, and I was told I would need to start the process all over! Decided to go through Upgrade instead. Got through the ENTIRE process, from applying to having cash in the bank, in less than 24 hours!!",Horrible processes and customer services,0,0
5,"Jul 08, 2020",SAVING ME A TON OF CASH,Very quick process!,9,3
5,"Jul 07, 2020","I was honestly surprised to see such a low interest offer pop up one day on credit karma, and finally entertain one of these offers. pay off was great because it offered me an accurate rate without having to run a hard credit check. Along the way when I had questions and called, the individuals who helped me were knowledgeable, kind, and extremely helpful. They made me feel a lot more comfortable taking out a personal loan. All around would recommend.",Low interest and great customer service.,18,0
5,"Jul 06, 2020",The entire process was quick and easy.,Very easy.,0,0
5,"Jul 06, 2020","Easy, breezy. The loan application and process was easy and the communication with the team was great. They contacted me when they needed additional information and kept me informed every step of the process. It took about three weeks from start to finish but I was happy with how honest and transparent everything was. I highly recommend this payoff as your best option for a personal loan.",,0,0
5,"Jul 06, 2020","The application process was not complicated. The approval process was quick and the APRs aren't outrageous like you find with other personal loans. Overall, I think this is the easiest loan transaction I've ever done!",Simple Application Process,14,0
5,"Jul 06, 2020","The application process was not complicated. I received an email that I needed to provide additional documentation, which was easy to do online. The approval came quickly. Overall, this was the best loan transaction I think I've ever done! The APR's aren't outrageous like you find with other personal loans either.",Simple Application Process,0,0
5,"Jul 05, 2020",Offers the lowest interest rate among other lenders and they deliver their commitment.,Excellent service!!!,0,0
5,"Jul 05, 2020",Payoff has open the door to the dream of owning my first home. Consolidating my credits cards has made this possible. Thank you!,,19,0
1,"Jul 02, 2020",What is the point sending a pre approve letter and tell me can't approve me.,"They want my business, but wont approve.",0,0
1,"Jul 01, 2020",I have concerns with them requesting a voided check from me before approving me. Why?,Run as far as you can!,0,0
1,"Jul 01, 2020",They reject too quickly without allowing you to submit supplemental info that could help prove debt to income ratio is not what they have determined it to be.,Run as far as you can!,1,0
5,"Jun 28, 2020",The process was so easy and not complicated at all. Very straight forward and the customer service is top notch. I would recommend Payoff to everyone.,Best customer service!,0,0
5,"Jun 24, 2020","The creator of Payoff sympathizes with people like me who have become victims of credit card debt and the low credit scores and difficulty getting a reasonable loan rate that comes with it. They've made it possible for people in our situations to get a loan rate that will actually help us and not figuratively slap us in the face, like most personal loan offers.",Lifesaver,59,4
4,"Jun 19, 2020",It does come with a credit union account so if you don't want to have a savings acct then this is NOT the loan for you.,Awesome,36,7
5,"Jun 17, 2020",everything very fast and above all very safe,,0,0
5,"Jun 17, 2020",Very helpful and received money fast!!! Thank yoh,,15,1
5,"Jun 17, 2020","Payoff offered me the lowest APR! It took a few business days to get approved which tells me they really do their research well, and then a few additional days to disburse the funds. Overall, very easy application process, I have yet to make my first payment, which I've set it up as automatic payment.",Easy process,17,2
2,"Jun 08, 2020","I did not like what they had to offer, but it probably is bad compared to any other lender.","Did not come near the advertised offer,",0,0
1,"Jun 01, 2020",I was forced to fill out the application twice. Never got my so called free rate Advertising was totally misleading.,To pay off credit cards.,1,0
1,"May 29, 2020","Waste of time. Applied 6 months ago. Debt to Income is to high? The whole point of the loan is to bring down DTI. Lol. The monthly payment would have came out lower. Applied 6 months later, 670 score, 36% DTI. Denied for recently opened installment loans, I have not opened anything in the last year. Once again, the whole point of the loan is to pay off everything.",,0,0
1,"May 29, 2020",Waste of time,,0,0
5,"May 28, 2020","Very easy to work with and quick. I had been juggling multple payments for some time now, so I was very relieved to get the assistance I needed to consolidate everything and finally get things paid off....3 years to go!!!",Easy to work with and quick!,0,0
5,"May 20, 2020","I have been trying to consolidate my credit card debt for months! Payoff came across my recomendations and i thought it was a little too good to be true. The intrest rate was 1/3 of what any other offer was that I constantly got denied for. I took a shot and it paid off. First i was very pleased that my loan ended up being processed through a credit union. (Teachers Federal Credit Union) payoff is simply a third party loan service but they were able to get me approved when even my personal credit union who has worked with me on evertyhing could not. The application was simple but it did take a few days to hear from anyone, and when i needed to upload a document the emails that i had exchanged with customer service were not very clear with what ended up being an error as simple as checking a box. Ultimately the loan was approved and i received funding directly into my checking account within 3 days.",Lifesaver!,128,9
2,"May 20, 2020","After me reaching out multiple times via phone, email, and their online chat they could not tell me why my application was being held up, I was only told it is being reviewed. My application stayed in ""request for further documentation"" even after submitting all items they requested and asking repeatedly if they needed anything further. Due to the reps not being able to give me any answers and the company just letting my application lapse after being preapproved and my multiple attempts to get any issues resolved I would approach with caution. It would have been much simpler to just say I was denied than to waste both my time and the time of your reps to gather all the information just let the whole process expire.",Poor process and communication,0,0
2,"May 19, 2020","The whole process was great, they were so nice. Until....I was told something was in my transunion report. A delinquency. I got my free transunion report and even called to go over it with a representative. Both me and the rep were shocked, as it was all in good standing and nothing was wrong, like, at all. So I called back and then I was told they also use a 3rd party service called Sage Stream. Having never heard of that before, I made an attempt to contact them and see what the heck is on their version of my credit report. No one answers, so I had to submit a request for a mail copy. It has been two weeks and I still dont have it. I've done a lot of research on Sage Stream and NOTHING good is said about them. They apparently have a much different and very unfair scoring system, where your score can be hundreds of points lower than the big 3. Can't wait to see what messed up score they have given me and what the heck is supposedly deliquent on their end, then when I find out, I can almost guarantee based on what I have read that it will be near impossible to remove. Honestly, I'm dissappinted in Payoff for having such great customer service and ease of use for pre-approval and a smooth application process, for using such a crap 3rd party service that isn't even respectable. I would reccommend going elsewhere for your loan needs. Just beware.","Nice people, bad 3rd party service",1,0
1,"May 17, 2020","I applied with excellent credit. I even checked all 3 of my reports (over 200 pages) with NO DELINQUENCIES, even spoke to the reporting bureaus, yet they claim one of them ahd a delinquency but cannot tell me which, where or what. I pressed them for it and all I received was, ""we can't tell you because we don't know"". Told them perhaps it was a mistake and I would like to confirm for myself with their audtor. No dice. That's ridiculous.",Terrible!,0,0
1,"May 15, 2020",My review was not even posted it was a negative review.,,0,0
1,"Apr 24, 2020","I applied through CreditKarma because I had a very high chance of approval. I submitted everything that was requested from linking bank my bank accounts to sending scans of my identifications. I have over a 700 credit score with over 2 years with my current employer. I have more then double the amount of money in my bank account then I requested in my loan. It took them over 3 weeks to tell me that I was declined because of my proof of identity. Which there weren't allowing me to any information to assist in verifying my identity,!",Terrible,1,0
1,"Apr 20, 2020",I have excellent credit and and excellent career and still got denied!!! I've never been denied anything and now my credit score went down. I would not use this company or apply if you have under an 800 credit score.,,2,0
1,"Apr 09, 2020","I've tried to work with them in getting a loan two different times, and both times they gave me the runaround with gathering so much detailed information, like way out of the normal things that would be requested. And every time they requested something I'd go and get it and upload it but it was never good enough for them and they'd ask for different variations of it. After linking all my bank accounts, after seeing statements, account summaries- they still requested a notarized letter from my bank (USAA) saying that my account exists and that it's in good standing simply because they couldn't verify if my account was even real... so of course I do that and request new checks because they could accept the direct deposit document that my bank provided with all of mine and my accounts information with an imagine of a voided check, they needed a real hard copy of a check with the word ""void"" handwritten on it. And so because it took another week and half to get that. I got to submit it and they have closed my application because it fell on the 30 day mark thus me having to start the application completely over for a third time.",Don???t waste your time...,1,0
1,"Mar 23, 2020",I applied through offers from Payoff. Their system keeps getting rejected by transunion. In other they cant pull a report. No other lender is having this problem. Transunion has stated that theyre not receiving any inquiry from Payoff. Payoff is declining to attempt to fix their glitch.,Payoff Glitches in system,2,0
5,"Mar 17, 2020",The process was quick and easy. They had offered me the best rate for a loan by far and with no fees!,Quick and easy process!,71,12
2,"Feb 29, 2020","They advertised very low rates. Even though I have a 776 credit score they offered me a loan after apply, at a much higher rate. There was no reason for me to accept the offer at the high rate. I hate government oversight but the government needs to clamp down on these bait and switch tactics used by credit card and these finance companies.",Bait and switch,2,1
1,"Nov 21, 2019","The second month of having this loan I was charged my payment twice. I was told it would be refunded in 3+ weeks, which was unrealistic. I asked for the loan payoff amount (they have 2 days to get this) day 3 and I still do not have my payoff amount request fulfilled. I am frustrated with this company and feel like they haven't held up their end of the contract thus far.",,224,22
5,"Sep 25, 2019","I will admit that seeing a Payoff advertisement on my Instagram feed made me skeptical. I pondered on this for months. I have been wanting to consolidate my credit card debt into one payment and eliminate as much interest fees as I could. After settling into a better paying job, I decided the time is now. I received an email saying to check my rates and see what they can offer. I did and was pleasantly surprised. It'd cut three years of payments, nearly $550 in interest fees, and a whole lot of stress. The process was a little long but that was only because I wasn't sending the correct documents however, the customer service team at Payoff was quick to let me know what I was missing so we could proceed with the loan. After about a week, I was approved for the loan! I was having issues signing my official acceptance documents but they kept me updated along the way. During the time I was waiting for my documents, I received another email stating if my loan was fulfilled before the end of the month that I'd receive an Amazon gift card and to check my rates now. Seeing as I had already been approved, I was bummed at this missed opportunity. However, I reached out to their customer service line and they stated that I indeed qualified for the gift card and I'll receive it in about a week. So awesome! The funds hit my account after about 4 business days and now I'm on my way to relieving myself of credit card debt. My suggestion is to just make sure you have the qualifications before applying and sending all your information. The process was so simple, the customer service was friendly and attentive, and they delivered what was promised in the time frame stated. I have nothing but good things to say about my experience with Payoff. :)",,138,7
1,"Aug 19, 2019","This company is a joke! They waste your time take for ever to process then told me they couldn't validate my income. I gave them a BANK STATEMENT! It was right there in black and white! Then when I call and try to tell them they must have made a mistake they told me there isn't anything they can do about it! Decision has been made! If the reason they gave was completely incorrect you would THINK they would want to make it right! But no, they acted as if they just didn't give a ****. It took them 10 DAYS to do this and then the ONLY reason for a denial was a flat out lie. Not sure how they are in business. Do yourself a favor and don't waste your time and effort sending them all your info... They do great advertising but is all BS.",A JOKE!,3,0
1,"Aug 19, 2019","This company is a joke! They waste your time take for ever to process then told me they couldn't validate my income. I gave them a BANK STATEMENT! It was right there in black and white! Then when I call and try to tell them they must have made a mistake they told me there isn't anything they can do about it! Decision has been made! If the reason they gave was completely incorrect you would THINK they would want to make it right! But no, they acted as if they just didn't give a ****. It took them 10 DAYS to do this and then the ONLY reason for a denial was a flat out lie. Not sure how they are in business. Do yourself a favor and don't waste your time and effort sending them all your info... They do great advertising but is all BS.",A JOKE!,1,0
1,"Jun 24, 2019",I think they are a fraud and phishing for Personal ok nformation. I was told they couldn't identify me from my Government issued Drivers License. AVOID - SCAM !!!,,5,0
1,"Jun 24, 2019",I think they are scamming people out of personal information. AVOID,,1,0
1,"Jun 12, 2019","This is crazy, they asked me for COPIES OF all my PERSONAL INFORMATION, ID, PASSPORT, SOCIAL SECURITY, TAXES, BANK ACCOUNTS, EVERYTHING IN FULL COLORS, THEY ASKED ME AFTER CHECKING MY CREDIT, ONCE THEY RECEIVED ALL MY INFORMATION THEY TOLD ME NOT APPROVED, now I don't know what going to happen with all my personal info... THEY ARE JUST TAKING ALL YOUR INFORMATION AND YOU START RECEIVING ALOT OF OFFERS FROM DIFFERENT COMPANIES... IM SO ****ING ****ED RIGHT NOW",Disappointed,2,0
1,"Jun 12, 2019","This is crazy, they ask for all your personal info including: COPY OF PASSPORT, ID, SOCIAL SECURITY, TAXES, BANK ACCOUNTS LINKED, everything has to be ORIGINAL AND FULL COLOR, they check your credit before asking for all this papers and then they tell you ""NOT APPROVED"" smh, now I don't know whats gonna happen with all my personal information that they have from me...IM SO DISAPPOINTED",Crazyyy,1,1
1,"Jun 12, 2019","They approached me with regard to a debt consolidation. Two weeks later I was told they couldn't verify my identity. What ? I provided them with 3 sets of authentication. I would Avoid this company. It seems like they obtain personal banking information, coupled with my drivers license. It is all rather ' Sketchy '. AVOID !",Deceptive - AVOID,2,0
1,"Jun 12, 2019","They approached me with regard to a debt consolidation. Two weeks later I was told they couldn't verify my identity. What ? I provided them with 3 sets of authentication. I would Avoid this company. It seems like they obtain personal banking information, coupled with my drivers license. It is all rather ' Sketchy '. AVOID !",Deceptive - AVOID !!!,1,0
5,"Jun 05, 2019",The Payoff team will always be there for you and your concerns,Fast and easy with a great rate!,23,8
5,"Jun 05, 2019",The Payoff team will always keep in touch with you or your concerns,Fast and easy with a great rate!,26,11
1,"May 22, 2019","Everything was fine, received a call asking for me to upload a voided check...was using it to lower my payment on 1 card and 1 loan...said everything looks great just upload the check image from the bank you want the money deposited to...received denial letter citing lack of reasonable assurance of repayment about 5 hours later. Not 1 late payment nor any deragotory mark besides too high of balance on bad credit card. Never asked me for my pay stub...Who knows who has my voided check now.",Waste of Time possible scam,4,1
5,"May 08, 2019",My expireince with Payoff was extremely positive. The entire process was pretty easy and quick considering all thats involved. I wished my rate was a little lower but its better then what I am paying on my jacked up credit card rates. Each step of the process was explained with emails and then when I did have conversations with the reps they were very helpful and clear. I was set up with the right expectations from the start so I know my relationship with them over the next couple of years will be as expected.,Makes process very easy.,23,3
1,"May 02, 2019","Was thinking about taking a loan out with this company. After initial approval, had a decent rate and monthly payment. As you start to finish up the process, granted my Fico with Trans Union is 838, they then bump up the APR and the monthly payment. Biggest Bait & Switch scam. I will be reporting them to the BBB and also the Licensing Board for Licensed Lenders.",Bait and Switch,3,0
5,"Apr 24, 2019","Everything is processed electronically, from applying to obtaining your funds.",Quick and easy to apply.,11,1
5,"Apr 03, 2019","An easy application process and great experience overall. With some unexpected bills that popped up and a sons wedding taking place out of state, it was a great way to get things under control and away from higher interest rates. Thank you Payoff !!!","Without a doubt, the easiest process",13,0
5,"Mar 30, 2019","This is another resource for someone like me, who starts to get ahead and then life says, psyche!","Easy application, no hassle",11,2
5,"Mar 25, 2019","For me, this is a great way to pay off cards as the rates were not bad compared to moving funds around to for 0% special financing then taking 3-5% transfer fee. After just getting married and needing to pay off the ring and other wedding charges.",Credit card refinance for pay off.,11,1
2,"Mar 20, 2019",Dont bother applying unless you have at least a 640 credit score. Wish this had been stated up front. I was declined and it stated that they only accept credit scores of at least 640.,Declined,0,1
5,"Mar 19, 2019",Everything was super smple and straight to the point! Payoff has allowed me to finally be able to consolidate my credit debt the way that I've been wanting to!,"Super easy to use, with FAST turnaround!",8,0
5,"Mar 19, 2019","They made several offers at various interest and repayment rates, so I could choose the one that was right and best for my budget.",The application process was easy to foll,5,0
5,"Mar 10, 2019",Fast and easy process. Had my money the same week.,Fast and easy,0,0
4,"Mar 09, 2019",Over all it was a easy process with better than average interest rates,,0,0
5,"Mar 06, 2019","I was pleasantly surprised at the ease and speed of both the application and approval process. I called their customer service several times, as well as used their online chat option, with a few questions and concerns. I was extremely happy with the professional and friendly service provided by all of their customer service representatives. Definitely recommend using Payoff!",Extremely easy and quick process.,0,0
5,"Mar 05, 2019",Quick and easy approval.,Super easy to apply.,0,0
5,"Feb 19, 2019",Easy and everyone is so nice,excellent,0,0
5,"Feb 17, 2019","Application process was very straightforward, and loan option information was immediate. I appreciated the up front info re: APR options and monthly repayment amount which helped me to determine which option (if any) would work for me. I applied on my phone after following an Instagram link on a Sunday; received a follow up call Monday morning to touch base and let me know next steps. When I finished those, I received another call on Tuesday to check in and again update on next steps. Very impressed with the customer support - waiting on funds to deposit (I can see the pending transaction in my bank account) so I can pay off my credit cards and finally feel like I'm making serious progress towards being consumer-debt free.",Committed to paying down debt? Get this!,26,0
5,"Feb 17, 2019","Easy and not a ""scam"". I've used the service twice (my own fault for reusing my credit cards again). They are upfront with all fees and interest rates. This loan is saving me thousands of dollars compared to my credit card interest rates.",,4,0
3,"Feb 14, 2019","The loan processing wait time is ridiculous. When you ask for an update, they give you the same generic answer every single time. I also realized some of their five star reviews are written by the company. The are the same exact reviews on each platform to include BBB. The interest rate is crazy high. I was ""approved"" for 6100 and by the time I'm finished paying the loan, I'll pay back almost 2K plus what I borrowed. I feel as though they take advantage of people with Fair credit. A bank wouldn't have taken this long to process after you've already been approved. I'm wrongly consider not accepting once all is said and done.",Generic answers and a guess game!,0,1
5,"Jan 30, 2019",I've used Payoff twice now and you cannot beat the great loan offers I've received and the awesome customer service.,Great Offers & Friendly Customer Service,2,0
1,"Jan 26, 2019",Stay away at any cost they are a scam and sell your information they are known for there bait and switch tactics and they pay pepole to write fake reviews stay far away,Scam stay away,10,6
5,"Jan 21, 2019",The process was easy and rates offered are one of the most competitive I have seen.,Consolidate and lower credit card debt.,3,3
5,"Jan 11, 2019",This was a very easy online process with great rates and updates along the way! I was approved quickly and on my way to consolidating all debt into one payment!,"Fantastic, stress free process",0,0
5,"Jan 11, 2019","This was an easy, online application with great rates and updates through every step! I would highly recommend PAYOFF to anyone who is trying to get a hold of their finances.","Fantastic, stress free process!",0,0
5,"Jan 04, 2019",So grateful I found this offer. I was able to combine all my credit cards into one low monthly payment and my interest rate dropped dramatically from what I was paying the credit card companies.,Extremely easy to navigate loan process,3,2
1,"Dec 27, 2018",This company is by far the worst I've ever dealt with the whole purpose is to try to sneak fees in on you and try to put terms are terrible for you that you don't know are heading in your contract their sole purpose is just to get you further in debt and benefit themselves stay far away all their preapproval and when they tell you that you're approved and they try to send you the money that he really sneaking more and more stuff in the contract each time,Bad stay far far away the worst,31,6
1,"Dec 27, 2018",Stay away and actually read there terms they sneak in crazy high origination fees after your approved with almost no fees then they bait and switch you I exceeded there min terms by far and they tried to bait and switch and Rob me they are terrible stay far away,Terrible company they try to rip you off,45,6
5,"Dec 26, 2018",lowest interest rate of all the others,great if I get it,0,1
5,"Dec 20, 2018","The application process was very easy and user-friendly. I appreciate how Payoff calculates the amount of funds needed to pay off your outstanding balances, and then gives you multiple term options to choose from. The service team is very responsive and helpful, as well. It took less than a week from the day that I applied to received the funds. Payoff - so far, so good!",Excellent experience!,0,1
5,"Dec 10, 2018",Easy process. Excellent customer service.,Debt Consolidation,3,5
5,"Dec 10, 2018",I received a pre-approved offer via mail from Payoff. In the back of my head I knew I needed to consolidate all my credit card balances into one loan as a goal. After reading some reviewes online I decided to start the processes and get the loan application started. After immidiately providing all the necessary documents underwriting required my loan was approved and funded within 4 days. Everytime I contacted customer service they were very polite and helpful both via chat and phone. I would reccommend this company to anyone looking to get rid of credit card debt and have one convenient payment.,"Fast, easy and friendly experience",0,1
5,"Nov 29, 2018",Love these guys. Came across an ad on IG. Applied to consolidate debt. Easy process and received funding quickly.,Simple process. Competitive rates. Fast,2,4
5,"Nov 25, 2018","Simple process, great terms and interest rate!!!",This is a personal loan,3,5
5,"Nov 25, 2018",The people are amazing I had so many questions during the process but everyone was so nice and help me with everything!!,Very fast and responsive!,0,1
5,"Nov 23, 2018","***I am a real person and not a paid endorsement*** I was getting to a point where I was struggling to meet the minimum payments on all my credit cards. I was working more hours to make up the difference, but not gaining any headway on the balances. I did my homework, I was fortunate enough that I meet the requirements that Payoff has for their members, I applied, answered just a few questions over the phone with one of their incredibly nice, understanding, and non judgemental reps, was approved and the loan was funded. It took about a week total. Now, for the first time in a very long time, I feel like I will be able to drag myself out of debt and there is a happy ending on the horizon. I understand the hesitation. It's a big step to take. But, the terms were reasonable, the rate was better than any of my cards by several points, and the monthly payment is less than what I was paying monthly on minimum balance due.",Life changing and fast!,10,3
5,"Nov 22, 2018",Quick and easy process all online. The staff is friendly and answer all of my questions.,Awesome,3,3
1,"Nov 16, 2018","I receive a ""pre-approval"" communication in the mail directly for this company, as well as a ""pre-approved"" notice from CreditKarma and other. Just know that ""pre-approval"" is merely an invitation to apply and means absolutely nothing. My application was denied because of me payoff/income and debt/income ratio - duh, that's why I'm applying to a debt consolidation so that I can reduce those numbers, never mind the fact that I've been making the minimum payments which were three times the loan payment. The only reason I applied for this loan is because I was offered pre-approval status. Of course, I read the disclaimer that the offer is based on current credit profile and can be subject to change - but that's not what happened. My credit profile hasn't changed much in 20 years, even though, of course, the actual score fluctuates based on the credit bureau's infamously inaccurate algorithms. I was turned down as a result of some bean counter's ""verification"" process, plain and simple. I agree with other reviewers who say the process is slick, convenient and technologically superior. And I guess if you get approved, that's all that matters. But just be alerted to the bait and switch that draws you in.",BEWARE,3,0
5,"Nov 07, 2018",It was very easy application and speedy approval.,Very easy application and approval.,3,6
1,"Nov 02, 2018","I'm in serious trouble, trying to avoid defaulting. They showed only half of what I really owed and denied me help. Even my banks said I actually have to default before they can help. I don't want to default, I want to avoid that.",No help for me,2,1
1,"Nov 02, 2018",They showed I owed less than half of what I really owe. I'm trying to avoid defaulting but they denied me help.,I'm in serious trouble but no help for m,1,0
5,"Nov 01, 2018",Payoff did! They made it easy and I'm already so relieved. Thank you payoff,Noone else accepted me.....,2,3
5,"Oct 18, 2018",satisfaction so far to this point that has been smooth and painless. I have had a perfect experience working with these guys. I was very wary at first because I was like.. i dont know who this is so i set out to do some research and didnt find anything worth enough to steer me away. So i went in for a pre-approval get 3 offeres selected the one that worked best for me and then it was just a waiting game.. They say it can take up to 10 or more business days. the entire process for me took just under 7. I was also concerned my credit score wasnt up to snuff so i did not expect for this to go through but it turns out my score was higher than what credit karma showed or there were items that they did not count. So please if you have a score of 650 or higher and need help please dont hesitate make sure you take the time to read everything too. Rules regulations.,"painless, easy",10,1
5,"Oct 17, 2018",Easy to work with. Easy application. Good rates. Fast funding.,Credit Card payoff,2,4
4,"Oct 12, 2018",Fast and easy. Paid off Credit Cards.,Paid off credit cards.,2,4
5,"Oct 08, 2018","Payoff was quick and very easy to use. They offered way better rates than I could find elsewhere. Overall, great experience.",Super easy to use with great rates,2,3
5,"Oct 04, 2018",I found this company while playing Words with Friends! I am so happy. It was easy! I uploaded documents and got the funds shortly thereafter. This is my new favorite company!,Fast and easy!,3,7
5,"Sep 22, 2018",The process was very easy and they were very helpful. I would definitely recommend them,Very easy loan process,0,0
5,"Sep 18, 2018","I was afraid the loan would lower my score. It hasn't, and by paying off 3 creditors, my score went up almost immediately. 55 points and then another 35 in two months. It's a huge relief to have 1 small payment instead of those 3 large ones.","Easy to apply, fast funding, NO hassles!",0,0
5,"Sep 12, 2018","This company is amazing. Professional, expedient and most of all AVAILABLE customer service wehre your not on hold for half your life time. Easy to get in touch with representatives, online application was easy and streamlined. Their rates are ridiculousy low compared to some of the other big names that are always advertsied on Credit Karma. I will never go anyhwere else should I need another loan in the future.",Debt Consolidation Personal Loan,9,3
5,"Aug 21, 2018",Payoff was a great experience. The application process was easy and user friendly and actually really humorous. The interest rate was the lowest I'd ever been offered through one of these debt consolidation loans which is why I chose to continue on with Payoff. I had to contact customer service and they were fast & friendly. I highly recomment Payoff!,"Quick Application, Competitive Interest",15,4
5,"Aug 19, 2018","If you have good credit and debt ratio, this is the place for you. Payoff gives hope to those of us who have been struggling for years to pay down high interest credit card debt. I applied, was approved with great terms and am awaiting funding. It takes a few days but I know it will be well worth it because I finally see the light at the end of the very long, dark tunnel. I have hope again and I'll be debt-free in 3 years. I'm so relieved and happy. I feel like a weight has been lifted.",Easy application,0,0
5,"Aug 15, 2018",It was an easy and simple process.,It was a simple process.,1,0
5,"Aug 12, 2018",Easy and fast approval,All online and over the phone,0,0
