Rating,Date,Review Text,Review Title,Is Helpful,Not Helpful
5,"Apr 06, 2018","From the initial application, validating paperwork, funding, and follow-up, I am more than impressed. SoFi makes the process easy and understandable. The rates are more than competitive. The fees are... well, there weren't any fees for me. I have had personal loans through my bank, LendingClub, Marcus and other financial services over the last 25 years and this entire experience ranks near (maybe at) the top! Fast, responsive customer service. Easy-to-read statements. Outstanding overall.",Outstanding experience,37,4
5,"Apr 06, 2018","Be prepared to have all of the bank documentation you can get, statement, letter from your bank with your account number and fully name, voided check. etc. They are very thorough with the banking information which is understandable since they don't want to send your money to the wrong bank account.",Quick and easy,0,1
5,"Apr 06, 2018","be prepared to have all of your documentation together, they are very thorough with all banking information. It was a little frustrating because every day there was a new request for more banking information but in the end it's better to be safe than sorry and they do not want to fund the money to a wrong bank account. Understandable, just be prepared and your loan will fund faster.",quick and relatively easy,0,1
5,"Apr 06, 2018",This loan was quick and in my bank account in less than a week! I referred mother in law and she couldn't believe how fast and easy it was!,,17,3
4,"Apr 06, 2018",Simple easy and straight forward. Only thing that might need improvement is letting the people know that funding sometimes takes a little while. Strongly recommend!,Easy,14,2
4,"Apr 06, 2018","The process was easy and straight forward, typical of a personal loan. The funding did take a little time, but I knew that upfront, so it was no problem. Strongly recommended.",Easy,16,3
5,"Apr 03, 2018","Wow!! I'm seriously blown away! CreditKarma showed that I was pre-approved by multiple other lenders but I was not pre-approved for SoFi. In fact they said I would receive a rejection letter from them. Well I decided to apply anyways! My credit is 680 and I have income over 100k. I really just wanted to wipe out all credit card debt I had. Assuming I would get denied again...I applied. Well I was immediately approved! Not only that, the interest rates were half of what everyone else was offering for a personal loan! Both Best Egg and Upstart were offering me rates over 20%! Honestly I was pretty sick about it on top of that they had orignination fees over $2500 just to fund the loan!!! SoFi offered me 9% interest and $0 origination fee! I am seriously still blown away. The money was in my account the very next day. Couldn't be happier the payments are less than my credit cards and actulaly have an end date attached! So happy to get rid of this debt and work with a company that actually isn't trying to utterly ruin the consumer. Thank you so much SoFi!!!!",Wow! Utterly impressed!,66,2
5,"Mar 28, 2018","My income is high, but my scores are teetering due to utilization. I needed a consolidation, so I could wipe the slate clean and jack up my FICO, so I can replace a vehicle at the cheapest rate possible. For me the process took 48 hours from application to funding -- and despite the final funding coming at the end of the day Friday, I had the cash in my checking account in the dark hours of Monday morning. They only asked me twice to reupload documents which seems to be a common complaint. My sources of income were clear and easily verifiable, so that part went really quickly. I'm very happy with the loan and the flexibility it will give me in paying down my debts so I can soon retire.",Much better than the reviews indicate,23,4
1,"Mar 28, 2018",These guys make lots of promises to suck you in and make you jump through a 100 hoops. to just say sorry.. try with these other lenders so you can mess up your credit even more.,deceptive adds/ tactics.,0,0
1,"Mar 23, 2018","There was an error with my processing paperwork. Not filled out by me but by my previous servicer and SoFi. My loan did not disperse for 7 weeks and SoFi charged me interest on my loan which means I got doubled charged from both loans. How can that be? I shouldn't be paying double interest on both loans if the money has not been moved. I talked to reps, they gave me a ridiculous explanation. I foresee payinig double interest for up to 5 days, but not 7 weeks. I wrote the CEO. I got one phone call from a rep. Attempted to call back and got the main line. I don't want to talk to a new person each time. I am also waiting for my outstanding balance to be moved since I made 2 payments to my previous loan servicier. Look, it is 4 months since ""transferring my loan"" and I am still waiting on my extra payments to be moved to my loan. I am still paying interest on that principal since it has been applied. SoFi is ridiculous. They should have rectify the situation. How many people are they making money off from doing this? $250 may not be much to one person, but if they do it to 200 people...then it adds up. I look forward to transferring my loan asap.",Pray you have no issues....,63,2
1,"Mar 21, 2018","The worst customer service ever. I had a loan through them and attempted to re-finance. After stringing me along for 5 weeks they abruptly denied my loan. They were asking for business tax returns of the business I work for which I do not have any stake in therefore I could not get them. I was told I would have the hard inquiry removed from my credit report and then weeks later received an email saying ""upper management"" denied the removal. They are a scam and a fraud. The customer service is beyond bad. I re-financed my loan through a local credit union for 3% cheaper and paid off my SOFI loan. I also reported them to the state attorney general. All they have to do is the right thing and remove my hard inquiry.",Worst customer service ever,113,7
1,"Mar 21, 2018","The worst customer service ever. I had a loan through them and attempted to re-finance. After stringing me along for 5 weeks they abruptly denied my loan. They were asking for business tax returns of the business I work for which I do not have any stake in therefore I could not get them. I was told I would have the hard inquiry removed from my credit report and then weeks later received an email saying ""upper management"" denied the removal. They are a scam and a fraud. The customer service is beyond bad. I re-financed my loan through a local credit union for 3% cheaper and paid off my SOFI loan. I also reported them to the state attorney general. All they have to do is the right thing and remove my hard inquiry.",Worst customer service ever,19,1
5,"Mar 17, 2018","This is my second loan with Sofi. I got a great rate each time and the second rate was discounted more since I was an existing customer. Very easy to apply, and had the money direct deposited into my account within 2.5 days, but would have been even quicker than that had I answered when they called for a confirmation. Customer Service is fantastic. They are knowledgable, very helpful, and take care of all your needs quickly. They also offer many tools to help with all sorts of financial needs, including networking with other customers in your area.",Consolidatation of high interest CC's,0,0
5,"Mar 05, 2018",Debt consolidation personal loan of $45K. I was approved and funded within one day at a reasonable interest rate. A representative called to verify some information and was very professional and respectful. I plan to accelerate the payoff of this loan now that the higher interest debt has been eliminated through this great product.,Extremely smooth process,12,3
3,"Feb 28, 2018","I applied but I am a 1099 contractor. No pay stubs. They asked for 2 years of tax returns. Since I file jointly, I declined. At least they did not do a hard credit pull, like First Midwest did.",Debt consolidation,0,0
5,"Feb 24, 2018","Debt consolidation loan of $50k. Applied online, received preliminary approval in minutes. Once I verified my employer, income and sent a copy of my driver's license I was approved and funded just a couple of days later. Total process took about four days, no phone calls, and no origination or loan fees. Have a fixed rate at a very good interest rate for an unsecured personal loan, and am way happy. Making additional payments that go towards the principle, which means an early payoff. Would highly recommend if you have good credit and a good verifiable income.",Quick and Easy,16,2
5,"Feb 21, 2018","I was actually surprised how smooth and easy the loan application was. I applied for $18k to consolidate debt and my credit score was fair, according to Credit Karma. I assume it helps that I have been employed with the same employer for over 15 years and that I am a college graduate working for a university. It definitely scores points if you can prove job security and good income. It took about one week from applying to disbursement and the only time I had to interact with a live person was when they called to verify my identity, i.e. that I am a real person. Taking out a loan with SoFi is more than just a financial transaction, though. They really focus on the ""So""cial part and I have been getting invitations to events that they organize or acquired tickets for. Free tickets to the Big Ten Conference, for example.",Very pleasant experience,8,1
5,"Feb 21, 2018","I was actually surprised how smooth and easy the loan application was. I applied for $18k to consolidate debt and my credit score was fair, according to Credit Karma. I assume it helps that I have been employed with the same employer for over 15 years and that I am a college graduate working for a university. It definitely scores points if you can prove job security and good income. It took about two weeks from applying to disbursement and the only time I had to interact with a live person was when they called to verify my identity, i.e. that I am a real person. Taking out a loan with SoFi is more than just a financial transaction, though. They really focus on the ""So""cial part and I have been getting invitations to events that they organize or acquired tickets for. Free tickets to the Big Ten Conference, for example.",Very pleasant experience,5,1
1,"Feb 18, 2018","The customer service's response was fast; thats the only positive side I had seen with sofi. Meanwhile, seriouse issues occur due to their representative's knowledage about finianal situations. They will give you a low rate before you apply for it. Once get in, interest rate will go up and they will keep requesting asking for documents to support your application. The review system is a big mess. Your application would get reviewed by about 5 to 6 different person from their review department. Also, different person would give you different feedback regarding your application. Definitly would not recommend their service if you do NOT meet the following requirements: FICO credit score: 800+; Income: 650,000/Year with W2 proof. Do not care their high interest rate. 9.00 APR If you cannot meet the above requirements, do not consider them. It will waste your time. They will not deny your application by keeping sending your application notification. Also do not send negative feedback to them during applicaton. The reason is simple: they do NOT like them and they do NOT care.",Slow process with high rate,41,3
5,"Feb 14, 2018","Debt consolidation loan of $40k. Simple, fast and fantastic experience! Same day approval and funded just a couple of days later. Received one phone call from them to verify that I was who I said and the gentleman on the other end of the line was incredibly courteous and professional. Highly recommend!",Fantastic and fast!,7,2
1,"Feb 04, 2018","Applied for this loan and was rejected in 3 minutes. Received the reject letter in the mail and it stated "" Couldn't Verify Identity"", never ever heard of that. Went to Lending Club and 3 minutes later, had $20K. I have worked on my credit with credit Karma for a couple of years and proud to have excellent credit. It now has become a game between the wife and I of who is higher. Don't take the chance on getting rejected and an extra credit check on your credit history.",Quick to decline a 780+ Credit Score,1,0
5,"Feb 01, 2018","Excellent company to work with! Very easy and fast loan application and approval process. SoFi offered me more $$ and better rates and term options. Also - not loan origination fee and a higher referral bonus ($300) than anyone else I checked. Once the loan was approved, it was funded almost immediately - in time for me to payoff several balances in the current billing cycle. The SoFi website is veryclearly organized and easy to navigate. The 'Live Chat' function is excellent - they response immediately and provide very courteous and professional service. ALSO - you can print a transcript of your 'Live Chat' discussions with the click of a button. I highly recommend them.",Personal Loan for debt consolidation,11,3
5,"Feb 01, 2018",Suprisingly simple and easy! From preapproval to funding in 7 calendar days. The whole process was seamless. Had to contact customer service twice and both issues were handled professionally and quickly. Great rates and no orgination fees. Would highly recommend!,"Debt consolidation $22,000",1,0
1,"Jan 29, 2018",This loan directly pulled a hard credit from your credit score and it doesn't matter if you get the loan or not but the hard credit pull once applied. The application should of went smoothly but they wanted so much for a simple loan that I can make in 2 months which is absurd. I don't know how they receive a good rating but if your in process of getting a loan go to your bank which is easier to retrieve than this worthless bank system.,GARBAGE LOAN AND PULL HARD CREDIT,1,0
1,"Jan 20, 2018","I have worked at my job for over 10 years now. I supplied tax returns, W-2's and pay stubs for the entire month of Decembers pay stubs for 2016 & 2017 years. I make over 6 figures with a great credit score. My application is in process for over month. I call in to get an update no response; tells me we are in review stage. I work for the largest bank in the USA so they can easily verify my employment. Still no reply's back by email or phone and i supposedly emailed the CEO...They discriminate against any consumer who didn't go to college; even though i make more then the privileged that got to go to school. Horrible company should be investigated. The CEO had to step down because of how it was being ran; now with a new CEO sure not much has changed at all...use another company.",Very bad...,1,1
1,"Jan 20, 2018","I have worked at my job for over 10 years now. I supplied tax returns, W-2's and pay stubs for the entire month of Decembers pay stubs for 2016 & 2017 years. I make over 6 figures with a great credit score. My application is in process for over month. I call in to get an update no response; tells me we are in review stage. I work for the largest bank in the USA so they can easily verify my employment. Still no reply's back by email or phone and i supposedly emailed the CEO...They discriminate against any consumer who didn't go to college; even though i make more then the privileged that got to go to school. Horrible company should be investigated. The CEO had to step down because of how it was being ran; now with a new CEO sure not much has changed at all...use another company.",They discriminate...have too...,0,1
1,"Jan 20, 2018","I have worked at my job for over 10 years now. I supplied tax returns, W-2's and pay stubs for the entire month of Decembers pay stubs for 2016 & 2017 years. I make over 6 figures with a great credit score. My application is in process for over month. I call in to get an update no response; tells me we are in review stage. I work for the largest bank in the USA so they can easily verify my employment. Still no reply's back by email or phone and i supposedly emailed the CEO...They discriminate against any consumer who didn't go to college; even though i make more then the privileged that got to go to school. Horrible company should be investigated. The CEO had to step down because of how it was being ran; now with a new CEO sure not much has changed at all...use another company.",They discriminate...,0,1
1,"Jan 13, 2018","This company gave me the runaround. I applied with a co-signer to refinance my student loans and from the beginning, the process was complicated. The application was all online, but as a stay-at-home parent, I am technically ""unemployed,"" so the application was not really geared towards someone in my position. I had to actually call customer service and have them put in a note that I was a stay-at-home parent so that they could process the application with me being ""unemployed."" So then I had to upload a bunch of loan statements, which was fine, and my co-signer had to upload his paystubs, again, fine, and I happily submitted my application for review. Then, they told me the documents I uploaded weren't all correct, so I fixed them. Then, I heard nothing. For weeks. So I called. They explained that I was missing some documents--namely a copy of my co-signer's signed social security card--why? I couldn't tell you. My co-signer was having trouble finding his card, so I asked the woman I spoke to on the phone if they could submit the application without the card. She said she didn't see a reason why they needed it and would try to re-submit my application without the card. So she did that (I assume) and then a couple days later I receive a call from this woman Sandra stating that they still need my co-signer's social security card. So we went on a frantic hunt for the card, finally found it, took a photo of it and submitted it. Then my application was complete, right? NOPE. Heard nothing, so called again, and this time they stated that one of my loan documents was incomplete and they needed more info. Which, I guess never occurred to them to tell me THE LAST TIME I spoke to them! So I told the man I was speaking with that I was very annoyed with their lack of communication and he apologized and said they would do better in the future. Fine. Great. Fixed the document WITH the man over the phone. All is well? Yes, mam, he told me. But it wasn't, because Miss Sandra called me back a few days later and said I needed to update some of my statements as they were a couple months old now and considered expired. SO, I call them yet again, ask EXACTLY what they need. They tell me. So I go ahead and upload everything they asked for. Up to date now, right?? NOPE. Miss Sandra calls me back again the next day and says they need additional updates, plus an updated pay-stub from my co-signer......Now, keep in mind that as a stay-at-home parent of 2 children under 3, my life is a bit hectic and needless to say, I don't have a lot of time during the day to sit down and iron out these issues over the phone with these people. So you can imagine that when I do get a chance to call in, talk to an actual person, and have them talk me through everything, it's incredibly frustrating and disheartening to find out that they didn't tell me everything I need or neglected to mention that some info was incomplete WHILE THEY WERE SPEAKING TO ME AND I ASKED AGAIN AND AGAIN. SO at this point, I am very frustrated--almost livid. And I login today (just 2 days after my last voicemail from Sandra), only to find out my application is EXPIRED and if I want to get a loan with them, I need to start this horrendous process ALL OVER AGAIN. So, in conclusion, I found working with SoFi severely LACKING (to say the least) in communication, customer service skills, and ease of use with their online application. I feel like they really just didn't want to help me and stalled me until my loan expired. I really do feel screwed over by this company, and I'm angry. And frustrated. And SO disappointed, since this company had pretty decent reviews in general. As a parent, I am trying to get my debt under control so that I can make a better life for my children and not constantly have that debt hanging over our family. This seemed like a great opportunity to refinance my loans and save some money. I am highly dissatisfied and disappointed by my experience with SoFi and would not work with them again. They claim to help people, but they didn't help me.",Student Loan Refinance,1,0
5,"Jan 10, 2018","I did EXTENSIVE research on SoFi and read MANY of the reviews, both good and bad. I would have to say to anyone thinking of applying, IGNORE the negative reviews. As long as you are honest with your income, able to prove it for the past 2 years, have good credit, good debt-to-income, etc., it's a VERY easy process. The guest-service was EXTREMELY helpful. They processed my application and information SO quickly, in less than 48 hours I not only applied and qualified, but I also was able to sign AND receive my funds in my bank. Two things to mention, my bank is usually VERY fast at releasing/processing funds, so it may take longer for some. Second, my loan ended up being a little less as some of my income did not have a 2 year history, this is VERY important. Also, self-employed makes things take a little longer. Overall though, all the reviews that say they were unhelpful, denied, fakes, etc., HAVE to be individuals who are just upset they didn't qualify or had something in their history that did not approve them which CLEARLY they should know already. SoFI as a company, especially their guest service, is SUPERB. I'll be coming back for anything in the future to them when it comes to loans or mortgages. They've won me over.","Easy, Awesome & More than worth it",30,4
1,"Jan 09, 2018",We applied for the loan a couple of times this past month and the first time they said we need a certain document. When we came back 6 months later they said we need yet another document which we told them we are not even eligible to get for another 1.5 years and they did not care. They took more than a week to get back to is and did not even bother calling back. The manager was EXTREMELY rude and they just don't seem to be a good company to work with.,Rude customer service!,2,0
1,"Jan 05, 2018","My wife and I have spent the last 6 months attempting to refinance her student loans. Through the course of the last 2 of these applications, we were declined due to the inability of customer service being able to confirm my wife's identity, even though all proper documentation was provided. In addition, while customer service was trying their best to work with us, our rates continued to go up even though it was SoFi's fault for not being able to verify her identity. I would not recommend this product to anyone. Good luck if you do use them.",Terrible service through 3 attempts,1,0
1,"Jan 03, 2018","I applied with Sofi for a personal loan. They took for ever to let me know about the decision.I'm a non immigrant with amazing credit history and very good financial position. They asked me all kinds of ridiculous documents and inspite of providing all of them which also includes my permanent resident application, they declined my loan. I got a home loan worth $400k an year back providing half the documentation these guys asked for. I had to call/chat with them 10 of times to ask for the status and even provident more documents than they requested. Very never recommend this company to anyone especially folks on H1-b even if you are in the process of getting your permanent residency.",Crap company with long process times,1,0
2,"Dec 16, 2017","Despite email invites, offered a poor rate, then took 2+ weeks for application processing, before unexpected denial. No problems getting loans from their competition. It's as if you took all the worst aspects (high rates, poor responsiveness) of a big bank, and put it in a small company. I know, compelling right? They have a pretty web front-end, but that's about it. Trying Upstart or Lending Club instead.","slow response, poor rate",1,0
5,"Dec 15, 2017","Applied for $89,000 debt consolation and received approval for up to $100,000. Took a few days to decide on the offer and ultimately had it lowered to $62,000. From application to funding, it took almost 20 days. Customer service was professional and amazing! Rate is 7.95% for 84 months. Credit karma scores 818 and 803. Thank you SoFi!",Amazing experience,29,2
1,"Dec 05, 2017","I have SoFi-administered student loans, and I applied to SoFi for a refinance. My experience was absolutely terrible. Throughout the 2 months that my application was in review, SoFi never communicated to me when they needed documents, and the customer reps continuously made statements that were untrue. I first applied for the refinancing of my student loan in late September (It is now December). There was no movement on my application for week. Turns out I needed to certify that I was a parent to the loan -- a claim that makes no sense since this is not a parent plus loan and I do not have children. The need for the missing statement was never communicated to me nor was there any updated information from my account on SoFi's site. I used Live Chat to communicate the issue, and the rep at the time assured me it was taken care of. A week goes by. No updates on my SoFi loan online. When I call in, another rep tells me again that I need to certify that I am the parent. Again I explain this is not what the loan is. She agrees once more to notate the mistake and request that my loan gets fed through. Three weeks go by. No updates. I call. This time a third rep told me I needed to upload a statement saying I understand my loan's grace period will be over if my refinance request is approved. I had absolutely no notification of this, and I only found out this need after I proactively called. I upload the document as requested a week later, after Thanksgiving. The representative also agree to extend my application by 15 days given the lack of communication from the SoFi side. A few days later, I get a call on a Sunday while I was out. I couldn't answer at the time so I told them I will call them back. I called back less than 48 hours later, and they tell me they closed my application because it ""had expired"". I'm then told the only thing I can do is reapply. This service has been extremely disappointing. I do not understand how you can operate the servicing of huge personal finances when you cannot even get loan application processing correct.",A huge nightmare,1,0
1,"Dec 05, 2017","I have SoFi-administered student loans, and I applied to SoFi for a refinance. My experience was absolutely terrible. Throughout the 2 months that my application was in review, SoFi never communicated to me when they needed documents, and the customer reps continuously made statements that were untrue. I first applied for the refinancing of my student loan in late September (It is now December). There was no movement on my application for week. Turns out I needed to certify that I was a parent to the loan -- a claim that makes no sense since this is not a parent plus loan and I do not have children. The need for the missing statement was never communicated to me nor was there any updated information from my account on SoFi's site. I used Live Chat to communicate the issue, and the rep at the time assured me it was taken care of. A week goes by. No updates on my SoFi loan online. When I call in, another rep tells me again that I need to certify that I am the parent. Again I explain this is not what the loan is. She agrees once more to notate the mistake and request that my loan gets fed through. Three weeks go by. No updates. I call. This time a third rep told me I needed to upload a statement saying I understand my loan's grace period will be over if my refinance request is approved. I had absolutely no notification of this, and I only found out this need after I proactively called. I upload the document as requested a week later, after Thanksgiving. The representative also agree to extend my application by 15 days given the lack of communication from the SoFi side. A few days later, I get a call on a Sunday while I was out. I couldn't answer at the time so I told them I will call them back. I called back less than 48 hours later, and they tell me they closed my application because it ""had expired"". I'm then told the only thing I can do is reapply. This service has been extremely disappointing. I do not understand how you can operate the servicing of huge personal finances when you cannot even get loan application processing correct.",A huge nightmare,0,0
1,"Dec 05, 2017","I have SoFi-administered student loans, and I applied to SoFi for a refinance. My experience was absolutely terrible. Throughout the 2 months that my application was in review, SoFi never communicated to me when they needed documents, and the customer reps continuously made statements that were untrue. I first applied for the refinancing of my student loan in late September (It is now December). There was no movement on my application for week. Turns out I needed to certify that I was a parent to the loan -- a claim that makes no sense since this is not a parent plus loan and I do not have children. The need for the missing statement was never communicated to me nor was there any updated information from my account on SoFi's site. I used Live Chat to communicate the issue, and the rep at the time assured me it was taken care of. A week goes by. No updates on my SoFi loan online. When I call in, another rep tells me again that I need to certify that I am the parent. Again I explain this is not what the loan is. She agrees once more to notate the mistake and request that my loan gets fed through. Three weeks go by. No updates. I call. This time a third rep told me I needed to upload a statement saying I understand my loan's grace period will be over if my refinance request is approved. I had absolutely no notification of this, and I only found out this need after I proactively called. I upload the document as requested a week later, after Thanksgiving. The representative also agree to extend my application by 15 days given the lack of communication from the SoFi side. A few days later, I get a call on a Sunday while I was out. I couldn't answer at the time so I told them I will call them back. I called back less than 48 hours later, and they tell me they closed my application because it ""had expired"". I'm then told the only thing I can do is reapply. This experience was a nightmare. I do not understand how you can operate the servicing of huge personal finances when you cannot even get loan application processing correct.",A huge nightmare,0,0
2,"Dec 04, 2017","Was attracted to Sofi due to their inviting marketing and advertising through Google and other mediums that made the company seem so attractive. I wanted to refinance my loans to lower my interest rate and monthly premium to a reasonable amount. The fixed rate initially seemed a bit high, so I elected for the variable rate. I was pretty disappointed by the initial rate I got (4.95% about 2 years ago) considering my very high credit score and decent salary, considering it was almost their highest in the range of variable rates. However, because I just wanted to get it done quickly, I accepted it and refinanced. Since I started, my rate has increased about 20 times (not exaggerating), and as of today is 6.34%! I realize that the LIBOR has increased, but considering that my credit score, income, and savings, has also increased, this is just plain outrageous. Did a quick easy search on Earnest with my current information and was offered a FIXED rate below 5.5%. When I called customer service at Sofi about this, the repeated answer I got was ""sorry, sir, but you picked variable rate...if you want a new rate you have to apply again."" There was no understanding, no compassion, no anything. Therefore, I won't feel any type of way about transfering my business over to Earnest asap. See ya later, Sofi, and good riddance.",Deceptive and Greedy,36,9
1,"Dec 01, 2017","I applied for this loan and got a decline with 810 credit score becouse they say can't veryfy employment, i own a house no credit inqurys no credit card balance and when i called them to see what was the reason they just said cant verify inployment. I asked if they even called them they said no. PEOPLE don't waist your time on these guys.",Worst experiance ever,0,0
1,"Dec 01, 2017","One of the WORST lenders I have ever worked with (3rd home purchase), would NEVER EVER use him or his team ever again, STAY AWAY!! My realtor and I had to pretty much do their work for them, they lied plenty of times to the title company / builder blaming me for documents coming in late, when I had proof of e-mails all documents were sent within minutes of request. Had to send the same documents over 5-6x EACH because his team was unable to work together, the day of closing they wanted more documents as they forgot to request it before, managed the taxes wrong, (did a tax appraisal on land not property), so much more was wrong. Closed a month + later due to them. I would highly highly recommend using another lender or team, but not this guy. Please stay away!! Mortgage officer name: Randall Bird.",Would rate lower than a 0 (ZERO)!,40,3
5,"Nov 05, 2017","Sofi is one of the honest, simple and best company. I work for a major Bank in the US and I have to say what Sofi offered was outstanding! They stuck to what they offered to me based on my soft credit check and the process of verifying documents and the time in which they responded is outstanding. Customer serivce is also outstanding compared to many major banks. Exceeded my expectations!",Its approved for Personal Loan!,16,2
1,"Nov 02, 2017",If your not approved you get a link to avant so you can pay 30 plus percent on a loan.,Trick,0,0
1,"Nov 02, 2017",Just a trick to get you to take a high interest loan from someone else.,Bull****,0,0
2,"Nov 01, 2017","So I applied to be able to combine my personal student loans into one loan instead of 4 little ones. Therefore, making me able to make the monthly payments. Now... I already have these loans out in my own name with no cosigner. Once I applied they said I needed a cosigner, so I got one. They denied it again, saying we did not have enough income. Then said to call a number to obtain additional information and options. Once I called I was on the phone with someone for 5 minutes who asked, ""what else do you need?"" Really?!?! I need someone who understands I am trying to meet my financial obligations and was looking for the help your company offers.. Horrible!",Horrible Customer Service,0,0
1,"Oct 18, 2017",I appleied for a personal loan with perfect credit. I was denied and they could not explain why. Very rude,Personal Lean,3,1
1,"Oct 12, 2017","SOFI offered me initially 3.625 interest rate. After submitting my pay-stub, they stated that my income is not what i have submitted. I make 119500 in W2's and 1099 i made 24905. They stated they can't use the 1099. and new offered rate was 4.75. That did not help me at all and wasted my time, i withdrawn my application. When you call customer service, everyone seems to be reading some sort of a script. Look other options, so much time wasted.",Do not trust initial given interest rate,0,0
1,"Oct 07, 2017",Complicated loan process. Especially for those that are self employed. I have a 715 Fico and I was denied. What a waste of time,,0,0
1,"Oct 03, 2017",They jerked me around for 2 1/2 weeks with every excuse to not give an answer. Then Turned me down. I have a 755 credit score with a 100% payment history. The put a derogitory mark on my credit. Now I have to fight them off. Very poor bussiness forr someone just trying to consilidate. some dept and save money on interest.,Poor Customer Service and Dealings,0,3
5,"Oct 03, 2017",Straightforward process with terrific rates and terms.,"Great rate and terms, very fast!",12,1
5,"Oct 02, 2017",Easy transparent process for me. I was impressed how quick the application and how quickly the loan was funded. They seem to have a very streamlined process.,Personal Loan for home improvements,12,1
5,"Sep 30, 2017","From application to supplying require documentation, the entire experience was great. SoFi requested 3 documents from me: State Issued ID, Utility Billing Statement, Banking Statement. SoFi has internal systems to verify payroll information automatically so there was no need to PDF print anything out and fumble with tons of documentation. The entire process was quick, online and expedited - what you would expect from any modern company but rarely receive. Sofi is way ahead of the game in this regard. Upon submitting my application and requested documentation I had to wait 4 days for approval. From approval to funding, I waited a single day for my loan funds to hit my bank account. It's very easy to explain how simple the process was, but I want to explain how reliable SoFi is. I have applied for and received approval for loans in the past - but at predatory rates (25%+). I have never been great at managing money, I have a great job that pays well, but I was never taught to control and limit my spending habits. As a result, I quickly racked up $10,000+ in credit card debt. Since digging this hole I have done more to limit my spending on frivolous things, cut up cards to specific accounts and closed my most recent cards that were under a year old. I took several classes offered at work that were aimed at bettering financial self-control. I have a long way to financial freedom, but SoFi approved me for a loan to pay this debt off at an interest rate FAR lower than my credit card accounts (-10%). I have already paid my accounts off and it feels like a huge weight has been lifted off my shoulders. I truly appreciate the service SoFi provides. They truly are looking to help people that show signs and progress towards bettering themselves financially - this includes paying off accounts, making larger than normal payments to bring those balances down and no history of late payments. Thanks to you as well Credit Karma for linking me to such a great company. Like you, they are also looking to better prepare their customers financially.",,309,20
5,"Sep 28, 2017",The SoFi application process was very easy and quick. The money was deposited into my account within 4 days of applying. The interest rate offered was good for my situation and you get a another quarter of a percent off is you use auto-pay. I had to call to speak to a representative and she was very pleasant and helpful. I would recommend checking out SoFi if you need to consolidate bills. I plan on contacting them about a mortgage loan in the near future (hopefully) and they say I'll get another discount as a current customer.,"Quick, easy and low rate.",9,1
5,"Sep 28, 2017","I can't say enough good things about SoFi. I have a heavy student loan burden so my credit score has suffered and unfortunately that places me in a situation where it's hard to consolidate my credit card balances, despite the fact that I have never missed a payment on any account in my entire life. I receive those junk mailers in the mail offering refinance loans and am always amused when the interest rates are northward of 25%. I decided to give SoFi a chance, because it really couldn't hurt to get a soft-pull preapproval. I was amazed at the excellent rate I was offered and immediately accepted. Two days later the funds were transferred to my account and I paid every single card off. No more juggling bills and I now have a manageable payment that will be paid off in less than three years! Thank you so much SoFi! Highly recommended you give them a try.",Excellent Rates and Great Service,15,1
1,"Sep 08, 2017","SoFi's application process was confusing. There is not a lot of information on what the process is for approving loan applications, what the type or general terms of teh loan might be or if/ when they do a ""hard pull"" on your credit during approval. I had to contact them several times to understand these things, and then discovered that I had recieved incorrect information that compelled me to submit an application that I probably would not have submitted had I recieved the correct information relative to questions I asked their customer support. In the end, they required specific banking information (account number and routing number) from me prior to making a decsion on teh laon application. I do not think it is sound business practice to give an entity that you have no binding agreement or relationship with your name, address, birth date, social security number and banking information without knowing what teh terms of teh laon are or if they will even approve it. This is a formula for identity theft and bank fraud.",Big mistake submitting an application,1,2
5,"Sep 04, 2017","I had been with SoFi for about six months and was more than satisfied with all aspects of my loan. I realized that I had a zero-interest loan that that I had not paid off in the alloted time, so I was going to get hit with a large interest penalty. So, I requested a consolidation loan for the first loan amout and this incremental amount. It was approved in hours. My interest rate was reduced. And it was funded within a few days, well beyond my expectations. SoFi communicated with me via text and emails during the entire process. I was never in the dark. Thank you So-Fi for a job well done!",It doesn't get much easier than this!,22,1
5,"Aug 25, 2017","The entire process took 3 days including Saturday and Sunday from start to finish. I uploaded my ID along with my last paystubs and that was the end of it. Thier communication was superb you are in the know in real time about whats happening and what they need and when there is an update on your application you are the first to know via text or email alerts. This company is great!! the process was great!! I got a great rate for a $50,000 loan over 7 years. I will only use SoFi for any of my lending needs going forward. I wasted time and energy applying with banks with zero sucess and high rates. This is better than a bank and far less paperwork and faster turn around. I officially Love SoFi!! I would even love to work for them thats how great they were. Fantastic, Easy, Painless, Honest, Fast!","Fantastic, Easy, Painless, Honest, Fast!",1,3
1,"Aug 24, 2017","TLDR; Worst customer service ever, extremely incompetents. 08/17/2017 8:06AM: Customer service called me to confirm that everything was completed and that we were just waiting for the funds to be transferred to my bank account. 08/17/2017 10:03AM: Yes, two (2) hours later. Customer service called and told me that someone ""accidentally canceled my application"". And requested me to submit a new application. At this point, the person told me that I just needed to submit the application and they will take care of the rest - also, they told me that I didn't have to wait for the entire process again because they just needed to transfer the documents from the old application to the new one. LIES. 08/24/2017 2:30AM: Customer service called and told me that my new application needed my signature and after that, I would be able to hear from them in about 7-10 business days. So, basically, this entire process went from 3-4 days of waiting to more than a week and a half - and I'm not even sure how much longer could it takes.",Worst customer service ever.,0,0
