Rating,Date,Review Text,Review Title,Is Helpful,Not Helpful
5,"Aug 24, 2021",This is my first loan. It was very easy to apply.,Highly approved,0,0
5,"Aug 20, 2021",The lender is very understanding is easy to work with.,The process was quick and easy.,0,0
5,"Aug 20, 2021",Application process is very easy. If you are rebuilding your credit this is a great place to start. No penalty for early repayment of your loan. So far I have been able to stay one month ahead. The dashboard is easy to understand and shows your progress with each payment.,Upstart makes loans easy!,1,0
5,"Aug 20, 2021",Was a quick and easy process People write ugly reviews for there problems that they created. You get out of life what you put into it. I’m thankful for you working with me.,Grateful,0,0
5,"Aug 20, 2021",Customer service is amazing!,Smooth process!,0,0
5,"Aug 20, 2021",This was something I had been looking at for a long time. You walked me through it. Such an easy process. Thanks Upstart!,Upstart Loan for credit card debt,0,0
5,"Aug 20, 2021",Upstart was so easy to work with. Compared to other interest rates offered me theirs was the lowest.,Upstart review,0,0
5,"Aug 20, 2021",Love this company!,Mr,0,0
5,"Aug 20, 2021",Just like they advertised banks have denied me to help me with a loan to consolidate my debt but upstart thank you very much for the help much appreciated!!,Awesome,0,0
5,"Aug 20, 2021",Approved next day! Sent to account in 1 business day!,Great,0,0
5,"Aug 20, 2021","Very easy to use and has a very fast turn around. Also, automatic repayment takes a lot of stress off monthly bills planning snd paying.",Normal people friendly,0,0
5,"Aug 20, 2021",is easy to apply and to get approve,Love it,0,0
4,"Aug 20, 2021",Love it!!!!,Nice and easy,0,0
5,"Aug 20, 2021",Quick easy and secure. I am not very tech savvy but I found this easy to understand and was very satisfied with the security and info disclosed.,Easy,0,0
1,"Aug 20, 2021",Approval odds says excellent Then gets denied.,Trash company,0,0
1,"Aug 20, 2021",The process was really quick I did a little goof and the customer service helped tremendously they were quick I will definitely recommend these guys to anybody that needs any kind of services they provide,Big help,0,0
5,"Aug 20, 2021",Very easy,Wonderful,0,0
5,"Aug 20, 2021","The application process was quick and easy—I had the money I applied for within 24 hours. Additionally, paying the loan was simplified by the user-friendly website and the helpful customer service. Great experience overall.",10/10 Experience,0,0
5,"Aug 20, 2021",easy and good service.,Nice.,0,0
1,"Aug 20, 2021",I wait a week did a video upload all these papers . Got a email that said I was Approved then sign the papers to get Denied. I’m so upset right now I can’t even think straight.,Denied what bs after I was approved,0,0
5,"Aug 20, 2021",Easy application process. Great to work with.,great,0,0
5,"Aug 20, 2021",Very easy to apply and their customer support team is very friendly and helpful,the best experience I have ever had,0,0
5,"Aug 20, 2021",The lender was generous for my credit type. The loan application was simple and easy to navigate through their website.,Awesome experience,1,0
5,"Aug 19, 2021","Very nice,quick and easy",Excellent,0,0
5,"Aug 19, 2021",Easy application process,Easy questions,0,0
4,"Aug 19, 2021",They were professional and quick to respond to request.,Knowledgeable,0,0
5,"Aug 19, 2021",Upstart is fast and so easy to use.,great experience,0,0
5,"Aug 19, 2021","I even had to deal with the IT team (Due to my own error), Still very courteous and professional. I totally recommend giving it a go!",Super great customer service!,0,0
5,"Aug 19, 2021",Fast and hassle free process!! Helped when I needed it most!! Highly recommended!!,Wow!! No hassle experience!!,0,0
5,"Aug 19, 2021",They give you the opportunity to obtain financial freedom.,Wonderful!,0,0
5,"Aug 19, 2021",Approved me within a week!,Positive,0,0
5,"Aug 19, 2021",Super super easy!,Easy and Fast!,0,0
5,"Aug 19, 2021","There is no comparison or any lender out there that could come close. It was so fast, I literally cried. I would recommend anyone to use UPSTART! Now, I am on to financial freedom. I can pay off debt and have one payment every month!!!",Outstanding Experience with Upstart,0,0
5,"Aug 19, 2021",Getting approved for a loan was fast and easy. This is my second loan with them and they are very fast with depositing the money in your account.,Great,0,0
5,"Aug 19, 2021",Outstanding. Very Helpful to me and my family,Excellent,0,0
1,"Aug 19, 2021","Too many fake reviews here, their interest rate for me is 30% and my credit score was 720+ when I applied. The payments do not seem to make it go down for the love of god… Do not get any loan from upstart if you do not get a rate under 20% or less. Or you will keep putting money in their pockets in an endless loop.","Bad experience, your payments will be worthless..",1,0
5,"Aug 19, 2021",They're giving me a 2nd chance at building my credit score.,Easy,0,0
5,"Aug 19, 2021","Credit Karma suggested a loan for me and within 30 minutes Upstart loaned me $3,000 to pay off bills.",It was fast easy and secure!,0,0
5,"Aug 19, 2021","This process was user friendly from start to finish ! Excellent communication, live associates checked in on the process and guided me to completion !",Stress Free Experience,0,0
5,"Aug 19, 2021",I applied and got approved the same day Quick easy and painless The rep I spoke with was super nice,Simplest process to get a loan ever,0,0
5,"Aug 19, 2021",Just got approved easy and legit,Great,0,0
